year,imdb,title,clean_test,binary,budget,domgross,intgross,year,década
2013,tt0816711,World War Z,dubious,FAIL,190000000,202359711.0,539559711.0,2013,2010s
2012,tt1611224,Abraham Lincoln: Vampire Hunter,dubious,FAIL,67500000,37519139.0,115119139.0,2012,2010s
2012,tt1591479,Act of Valor,0,FAIL,12000000,70012847.0,82497035.0,2012,2010s
2012,tt1602620,Amour,dubious,FAIL,9700000,6738954.0,25915719.0,2012,2010s
2012,tt1781769,Anna Karenina,2,FAIL,49000000,12816367.0,70735540.0,2012,2010s
2012,tt1024648,Argo,3,PASS,44500000,136025503.0,221300694.0,2012,2010s
2012,tt1440129,Battleship,1,FAIL,209000000,65235400.0,304142720.0,2012,2010s
2012,tt2125435,Beasts of the Southern Wild,dubious,FAIL,1800000,12795746.0,21080058.0,2012,2010s
2012,tt1758575,Blue Like Jazz,3,PASS,1200000,595018.0,595018.0,2012,2010s
2012,tt1217209,Brave,3,PASS,185000000,237282182.0,554606532.0,2012,2010s
2012,tt1308729,Bullet to the Head,0,FAIL,55000000,9489829.0,13561515.0,2012,2010s
2012,tt1991245,Chernobyl Diaries,1,FAIL,1000000,18119640.0,38390020.0,2012,2010s
2012,tt1706593,Chronicle,1,FAIL,12000000,64575175.0,127075175.0,2012,2010s
2012,tt1371111,Cloud Atlas,3,PASS,102000000,27108272.0,126018564.0,2012,2010s
2012,tt1524137,Contraband,3,PASS,25000000,66528000.0,98406855.0,2012,2010s
2012,tt1853728,Django Unchained,1,FAIL,100000000,162805434.0,425373688.0,2012,2010s
2012,tt1907668,Flight,dubious,FAIL,31000000,93772375.0,161772375.0,2012,2010s
2012,tt1142977,Frankenweenie,0,FAIL,39000000,35287788.0,81150788.0,2012,2010s
2012,tt2243973,Hannibal,3,PASS,87000000,165092266.0,350100280.0,2012,2010s
2012,tt0837562,Hotel Transylvania,3,PASS,85000000,148313048.0,359222014.0,2012,2010s
2012,tt0790724,Jack Reacher,1,FAIL,60000000,80070736.0,217370736.0,2012,2010s
2012,tt2106476,Jagten,2,FAIL,3450000,687185.0,687185.0,2012,2010s
2012,tt0401729,John Carter,3,PASS,275000000,73058679.0,282778100.0,2012,2010s
2012,tt1764234,Killing Them Softly,0,FAIL,15000000,14945541.0,37238774.0,2012,2010s
2012,tt1707386,Les Miserables,3,PASS,65000000,148809770.0,442022894.0,2012,2010s
2012,tt0454876,Life of Pi,1,FAIL,120000000,124987022.0,607987022.0,2012,2010s
2012,tt0443272,Lincoln,3,PASS,65000000,182207973.0,273000960.0,2012,2010s
2012,tt1277953,Madagascar 3: Europe&#39;s Most Wanted,2,FAIL,145000000,216391482.0,746921271.0,2012,2010s
2012,tt1409024,Men in Black III,1,FAIL,215000000,179020854.0,624821154.0,2012,2010s
2012,tt1667353,Mirror Mirror,dubious,FAIL,85000000,64935167.0,168611991.0,2012,2010s
2012,tt1748122,Moonrise Kingdom,3,PASS,16000000,45512466.0,64012466.0,2012,2010s
2012,tt2094064,Much Ado About Nothing,dubious,FAIL,8000000,22549338.0,22549338.0,2012,2010s
2012,tt1598828,One for the Money,3,PASS,42000000,26414527.0,36197221.0,2012,2010s
2012,tt2109184,Paranormal Activity 4,3,PASS,5000000,53900335.0,142793842.0,2012,2010s
2012,tt1623288,ParaNorman,1,FAIL,60000000,56003051.0,108159011.0,2012,2010s
2012,tt1047540,Parental Guidance,3,PASS,25000000,77267296.0,120168633.0,2012,2010s
2012,tt1716777,People Like Us,3,PASS,16000000,12431792.0,12431792.0,2012,2010s
2012,tt1981677,Pitch Perfect,3,PASS,17000000,65001093.0,115331177.0,2012,2010s
2012,tt1547234,Premium Rush,3,PASS,35000000,20275446.0,31393201.0,2012,2010s
2012,tt1234719,Red Dawn,1,FAIL,65000000,44806783.0,48164150.0,2012,2010s
2012,tt0485985,Red Tails,2,FAIL,58000000,49876377.0,50365498.0,2012,2010s
2012,tt1446192,Rise of the Guardians,1,FAIL,145000000,103412758.0,306900902.0,2012,2010s
2012,tt1336608,Rock of Ages,3,PASS,70000000,38518613.0,50118613.0,2012,2010s
2012,tt1656190,Safe,1,FAIL,33000000,17142080.0,41495213.0,2012,2010s
2012,tt1862079,Safety Not Guaranteed,3,PASS,750000,4010957.0,4413188.0,2012,2010s
2012,tt1931533,Seven Psychopaths,1,FAIL,13500000,15024049.0,23492318.0,2012,2010s
2012,tt0938330,Silent Hill: Revelation 3D,3,PASS,20000000,17530219.0,47944599.0,2012,2010s
2012,tt1045658,Silver Linings Playbook,3,PASS,21000000,132092958.0,227317397.0,2012,2010s
2012,tt1922777,Sinister,2,FAIL,3000000,48086903.0,87727807.0,2012,2010s
2012,tt1074638,Skyfall,dubious,FAIL,200000000,304360277.0,1108694081.0,2012,2010s
2012,tt1735898,Snow White and the Huntsman,3,PASS,170000000,155136755.0,400911200.0,2012,2010s
2012,tt1876451,Sparkle,3,PASS,10000000,24397469.0,24660323.0,2012,2010s
2012,tt2101441,Spring Breakers,3,PASS,5000000,14124286.0,30669531.0,2012,2010s
2012,tt1800741,Step Up Revolution,3,PASS,33000000,35074677.0,165552290.0,2012,2010s
2012,tt1874789,Supporting Characters,2,FAIL,60000,4917.0,4917.0,2012,2010s
2012,tt1637725,Ted,2,FAIL,50000000,218665740.0,549444574.0,2012,2010s
2012,tt1232200,That&#39;s My Boy,1,FAIL,67500000,36931089.0,58058367.0,2012,2010s
2012,tt0948470,The Amazing Spider-Man,2,FAIL,220000000,262030663.0,757890267.0,2012,2010s
2012,tt0848228,The Avengers,1,FAIL,60000000,23385416.0,48585416.0,2012,2010s
2012,tt1345836,The Dark Knight Rises,1,FAIL,275000000,448139099.0,1079343943.0,2012,2010s
2012,tt1560985,The Devil Inside,3,PASS,1000000,53261944.0,101758489.0,2012,2010s
2012,tt1645170,The Dictator,1,FAIL,65000000,59650222.0,179379532.0,2012,2010s
2012,tt1764651,The Expendables 2,3,PASS,100000000,85028192.0,311979256.0,2012,2010s
2012,tt1601913,The Grey,0,FAIL,25000000,51580136.0,84339696.0,2012,2010s
2012,tt0903624,The Hobbit: An Unexpected Journey,0,FAIL,250000000,303003568.0,1014703568.0,2012,2010s
2012,tt1392170,The Hunger Games,3,PASS,80000000,408010692.0,684510692.0,2012,2010s
2012,tt1649419,The Impossible,2,FAIL,40000000,19019882.0,169590606.0,2012,2010s
2012,tt1258972,The Man with the Iron Fists,1,FAIL,15000000,15634090.0,21985095.0,2012,2010s
2012,tt1560747,The Master,1,FAIL,37500000,16247159.0,25116740.0,2012,2010s
2012,tt1430626,The Pirates! Band of Misfits,1,FAIL,55000000,31051126.0,123056220.0,2012,2010s
2012,tt1817273,The Place Beyond the Pines,1,FAIL,15000000,21403519.0,47011449.0,2012,2010s
2012,tt1673434,The Twilight Saga: Breaking Dawn - Part 2,dubious,FAIL,136200000,292324737.0,832660037.0,2012,2010s
2012,tt1606389,The Vow,3,PASS,8738320,125014030.0,197618160.0,2012,2010s
2012,tt1298649,The Watch,2,FAIL,55000000,34353000.0,67353000.0,2012,2010s
2012,tt1596365,The Woman in Black,1,FAIL,15000000,54333290.0,128955898.0,2012,2010s
2012,tt1840417,The Words,1,FAIL,6000000,11494838.0,12132578.0,2012,2010s
2012,tt1621045,Think Like a Man,3,PASS,12000000,91547205.0,96155124.0,2012,2010s
2012,tt1859650,To Rome With Love,2,FAIL,21500000,16684352.0,74363777.0,2012,2010s
2012,tt1386703,Total Recall,1,FAIL,125000000,58877969.0,198615996.0,2012,2010s
2012,tt1496025,Underworld: Awakening,3,PASS,70000000,62321039.0,160379930.0,2012,2010s
2012,tt1655460,Wanderlust,3,PASS,32500000,17288155.0,24159934.0,2012,2010s
2012,tt1586265,What to Expect When You&#39;re Expecting,3,PASS,37500000,41152203.0,80652203.0,2012,2010s
2012,tt1870529,Won&#39;t Back Down,3,PASS,19000000,5310554.0,5431486.0,2012,2010s
2012,tt1646987,Wrath of the Titans,1,FAIL,150000000,83670083.0,301970083.0,2012,2010s
2012,tt1772341,Wreck-It Ralph,3,PASS,165000000,189412677.0,473412677.0,2012,2010s
2012,tt1790885,Zero Dark Thirty,3,PASS,52500000,95720716.0,137720716.0,2012,2010s
2011,tt1622547,30 Minutes or Less,1,FAIL,28000000,37053924.0,40966716.0,2011,2010s
2011,tt1306980,50/50,2,FAIL,8000000,35016118.0,41334735.0,2011,2010s
2011,tt1571222,A Dangerous Method,dubious,FAIL,20000000,5702083.0,14807531.0,2011,2010s
2011,tt1422136,A Lonely Place to Die,3,PASS,4000000,,442550.0,2011,2010s
2011,tt1268799,A Very Harold &amp; Kumar 3D Christmas,1,FAIL,20000000,35061031.0,36265745.0,2011,2010s
2011,tt1549572,Another Earth,3,PASS,175000,1321194.0,1781194.0,2011,2010s
2011,tt1772240,Apollo 18,0,FAIL,5000000,17686929.0,26517819.0,2011,2010s
2011,tt1430607,Arthur Christmas,1,FAIL,85000000,46462469.0,147624649.0,2011,2010s
2011,tt1478964,Attack the Block,3,PASS,13000000,1024175.0,5406422.0,2011,2010s
2011,tt1284575,Bad Teacher,3,PASS,19000000,100292856.0,216412265.0,2011,2010s
2011,tt1217613,Battle: Los Angeles,1,FAIL,70000000,83552429.0,212005201.0,2011,2010s
2011,tt1152398,Beastly,1,FAIL,17000000,27865571.0,38028230.0,2011,2010s
2011,tt1629705,Blackthorn,1,FAIL,4500000,200558.0,1249765.0,2011,2010s
2011,tt1478338,Bridesmaids,3,PASS,32500000,169106725.0,289263136.0,2011,2010s
2011,tt0458339,Captain America: The First Avenger,1,FAIL,140000000,176654505.0,370569776.0,2011,2010s
2011,tt1216475,Cars 2,2,FAIL,200000000,191450875.0,560155383.0,2011,2010s
2011,tt1684628,Circumstance,3,PASS,900000,454121.0,454121.0,2011,2010s
2011,tt1657507,Colombiana,1,FAIL,40000000,36665854.0,71698079.0,2011,2010s
2011,tt0816462,Conan the Barbarian,dubious,FAIL,20000000,38264085.0,79114085.0,2011,2010s
2011,tt1598778,Contagion,3,PASS,60000000,75658097.0,137551594.0,2011,2010s
2011,tt1372686,Coriolanus,2,FAIL,10000000,749641.0,1049641.0,2011,2010s
2011,tt0409847,Cowboys &amp; Aliens,1,FAIL,163000000,100240551.0,175910315.0,2011,2010s
2011,tt1701990,Detention,3,PASS,10000000,,,2011,2010s
2011,tt1650043,Diary of a Wimpy Kid: Rodrick Rules,1,FAIL,18000000,52698535.0,73695194.0,2011,2010s
2011,tt1564349,Dolphin Tale,2,FAIL,37000000,72286779.0,96068724.0,2011,2010s
2011,tt1462041,Dream House,3,PASS,50000000,21302340.0,39932340.0,2011,2010s
2011,tt0780504,Drive,dubious,FAIL,15000000,35060689.0,78054825.0,2011,2010s
2011,tt1596343,Fast Five,3,PASS,125000000,209837675.0,629841284.0,2011,2010s
2011,tt1622979,Final Destination 5,2,FAIL,40000000,42587643.0,157887643.0,2011,2010s
2011,tt1068242,Footloose,3,PASS,24000000,51802742.0,63412773.0,2011,2010s
2011,tt1438176,Fright Night,dubious,FAIL,30000000,18298649.0,40520649.0,2011,2010s
2011,tt1133985,Green Lantern,1,FAIL,200000000,116601172.0,231201172.0,2011,2010s
2011,tt0480687,Hall Pass,2,FAIL,36000000,45060734.0,83693266.0,2011,2010s
2011,tt0993842,Hanna,3,PASS,30000000,40259119.0,65343694.0,2011,2010s
2011,tt1201607,Harry Potter and the Deathly Hallows: Part 2,1,FAIL,125000000,381011219.0,1328111219.0,2011,2010s
2011,tt1506999,Haywire,0,FAIL,23000000,18942396.0,22176190.0,2011,2010s
2011,tt1403177,Hesher,1,FAIL,7000000,382946.0,382946.0,2011,2010s
2011,tt1562568,Higher Ground,3,PASS,1800000,841056.0,859182.0,2011,2010s
2011,tt1640459,Hobo with a Shotgun,0,FAIL,3000000,703372.0,834953.0,2011,2010s
2011,tt1411704,Hop,2,FAIL,63000000,108085305.0,184924333.0,2011,2010s
2011,tt1499658,Horrible Bosses,3,PASS,35000000,117538559.0,214538559.0,2011,2010s
2011,tt0970179,Hugo,dubious,FAIL,180000000,73864507.0,185033215.0,2011,2010s
2011,tt1464540,I Am Number Four,1,FAIL,50000000,55100437.0,145982797.0,2011,2010s
2011,tt1253864,Immortals,2,FAIL,75000000,83504017.0,211562435.0,2011,2010s
2011,tt1637688,In Time,1,FAIL,35000000,37553932.0,170064664.0,2011,2010s
2011,tt1606618,Iris,3,PASS,5500000,5580479.0,15155021.0,2011,2010s
2011,tt1410063,Jin ling shi san chai,3,PASS,100000000,311434.0,93721434.0,2011,2010s
2011,tt1634122,Johnny English Reborn,dubious,FAIL,45000000,8305970.0,164539660.0,2011,2010s
2011,tt1640484,Jumping the Broom,3,PASS,7000000,37295394.0,38158601.0,2011,2010s
2011,tt1564367,Just Go with It,dubious,FAIL,80000000,103028109.0,214974953.0,2011,2010s
2011,tt1788391,Kill List,dubious,FAIL,800000,29063.0,462206.0,2011,2010s
2011,tt1448755,Killer Elite,0,FAIL,70000000,25124986.0,57777106.0,2011,2010s
2011,tt1302011,Kung Fu Panda 2,3,PASS,150000000,165249063.0,664837547.0,2011,2010s
2011,tt1508675,Le Havre,dubious,FAIL,5500000,611709.0,13480196.0,2011,2010s
2011,tt1758692,Like Crazy,3,PASS,250000,3395391.0,3731489.0,2011,2010s
2011,tt1219289,Limitless,1,FAIL,27000000,79249455.0,169739455.0,2011,2010s
2011,tt0466893,Margaret,3,PASS,14000000,47185.0,47185.0,2011,2010s
2011,tt1615147,Margin Call,1,FAIL,3400000,5353586.0,17872206.0,2011,2010s
2011,tt1305591,Mars Needs Moms,dubious,FAIL,150000000,21392758.0,39549758.0,2011,2010s
2011,tt1441326,Martha Marcy May Marlene,3,PASS,1000000,2981038.0,3531038.0,2011,2010s
2011,tt1527186,Melancholia,3,PASS,9400000,3030848.0,18044073.0,2011,2010s
2011,tt1605783,Midnight in Paris,3,PASS,30000000,56816662.0,154816662.0,2011,2010s
2011,tt1229238,Mission: Impossible - Ghost Protocol,1,FAIL,145000000,209397903.0,694713230.0,2011,2010s
2011,tt1210166,Moneyball,1,FAIL,50000000,75605492.0,111174374.0,2011,2010s
2011,tt1396218,Mr. Popper&#39;s Penguins,1,FAIL,55000000,68224452.0,189624452.0,2011,2010s
2011,tt1598822,New Year&#39;s Eve,3,PASS,26000000,54544638.0,143663899.0,2011,2010s
2011,tt1411238,No Strings Attached,3,PASS,25000000,70662220.0,149228078.0,2011,2010s
2011,tt1720182,October Baby,3,PASS,1000000,5355847.0,5355847.0,2011,2010s
2011,tt1637706,Our Idiot Brother,3,PASS,5000000,24814830.0,25861249.0,2011,2010s
2011,tt1778304,Paranormal Activity 3,3,PASS,5000000,104028807.0,207039844.0,2011,2010s
2011,tt1092026,Paul,3,PASS,40000000,37412945.0,100179814.0,2011,2010s
2011,tt1298650,Pirates of the Caribbean: On Stranger Tides,1,FAIL,250000000,241063875.0,1043663875.0,2011,2010s
2011,tt0822847,Priest,1,FAIL,60000000,29136626.0,84154026.0,2011,2010s
2011,tt0448694,Puss in Boots,1,FAIL,130000000,149260504.0,554987477.0,2011,2010s
2011,tt1192628,Rango,1,FAIL,135000000,123257581.0,245504574.0,2011,2010s
2011,tt0433035,Real Steel,1,FAIL,110000000,85463309.0,293237309.0,2011,2010s
2011,tt1486185,Red Riding Hood,3,PASS,42000000,37662162.0,90300442.0,2011,2010s
2011,tt0873886,Red State,3,PASS,4000000,1065429.0,1065429.0,2011,2010s
2011,tt1498569,Restless,3,PASS,8000000,163753.0,2818394.0,2011,2010s
2011,tt1436562,Rio,1,FAIL,90000000,143619809.0,487519809.0,2011,2010s
2011,tt1318514,Rise of the Planet of the Apes,1,FAIL,93000000,176760185.0,482860185.0,2011,2010s
2011,tt1723811,Shame,1,FAIL,6500000,4002293.0,10781688.0,2011,2010s
2011,tt1541995,Snow Flower and the Secret Fan,3,PASS,6000000,1348205.0,11348205.0,2011,2010s
2011,tt1596346,Soul Surfer,3,PASS,18000000,43853424.0,47158652.0,2011,2010s
2011,tt0945513,Source Code,1,FAIL,32000000,54712227.0,140428499.0,2011,2010s
2011,tt0999913,Straw Dogs,3,PASS,25000000,10324441.0,11253821.0,2011,2010s
2011,tt0978764,Sucker Punch,3,PASS,75000000,36392502.0,89758389.0,2011,2010s
2011,tt1650062,Super 8,3,PASS,50000000,127004179.0,260095987.0,2011,2010s
2011,tt1675192,Take Shelter,3,PASS,4750000,1728953.0,3128953.0,2011,2010s
2011,tt1385826,The Adjustment Bureau,dubious,FAIL,50200000,62495645.0,127793502.0,2011,2010s
2011,tt0983193,The Adventures of Tintin,1,FAIL,130000000,77591831.0,373993951.0,2011,2010s
2011,tt1655442,The Artist,1,FAIL,16000000,44667095.0,128256712.0,2011,2010s
2011,tt1412386,The Best Exotic Marigold Hotel,3,PASS,10000000,46383639.0,134729347.0,2011,2010s
2011,tt1259521,The Cabin in the Woods,dubious,FAIL,30000000,42073277.0,70768144.0,2011,2010s
2011,tt1093357,The Darkest Hour,3,PASS,34800000,21443494.0,62831715.0,2011,2010s
2011,tt1535616,The Divide,3,PASS,3000000,18000.0,18000.0,2011,2010s
2011,tt1235170,The Future,3,PASS,1000000,568662.0,568662.0,2011,2010s
2011,tt1568346,The Girl with the Dragon Tattoo,1,FAIL,90000000,102515793.0,233170238.0,2011,2010s
2011,tt0990407,The Green Hornet,1,FAIL,110000000,98780042.0,227983150.0,2011,2010s
2011,tt1540133,The Guard,1,FAIL,6000000,5359774.0,15944629.0,2011,2010s
2011,tt1454029,The Help,3,PASS,25000000,169705587.0,213120004.0,2011,2010s
2011,tt1007029,The Iron Lady,3,PASS,14000000,29959436.0,115592104.0,2011,2010s
2011,tt1189340,The Lincoln Lawyer,1,FAIL,40000000,58009200.0,87145086.0,2011,2010s
2011,tt0472399,The Mechanic,0,FAIL,42500000,29121498.0,76347393.0,2011,2010s
2011,tt1204342,The Muppets,1,FAIL,45000000,88625922.0,160971922.0,2011,2010s
2011,tt1161864,The Rite,dubious,FAIL,37000000,33047633.0,96047633.0,2011,2010s
2011,tt1265990,The Roommate,3,PASS,16000000,37300107.0,40497461.0,2011,2010s
2011,tt0472181,The Smurfs,3,PASS,110000000,142614158.0,563066551.0,2011,2010s
2011,tt1509767,The Three Musketeers,2,FAIL,90000000,20377913.0,139877913.0,2011,2010s
2011,tt0478304,The Tree of Life,0,FAIL,35000000,13305665.0,62305665.0,2011,2010s
2011,tt1324999,The Twilight Saga: Breaking Dawn - Part 1,3,PASS,127500000,281287133.0,709938657.0,2011,2010s
2011,tt0800369,Thor,3,PASS,150000000,181030624.0,449326618.0,2011,2010s
